ZNF517	9.643201542912247e-10
ZNF239	9.640666082383873e-10
TBC1D8B	9.637393085170462e-10
TINAGL1	9.6370061034372e-10
SCARA5	9.63623223319682e-10
NUP160	9.634684865515856e-10
OR11G2	9.633911368015414e-10
GPRC5D	9.633911368015414e-10
IFNA8	9.624639076034649e-10
MSH2	9.624639076034649e-10
ARHGEF2	9.624639076034649e-10
STIM1	9.62386719063277e-10
SLC34A2	9.62309542902967e-10
CBFB	9.623095429029672e-10
PPL	9.618467457518435e-10
SENP5	9.618467457518435e-10
TRPM7	9.61769656167348e-10
IGF2BP3	9.61769656167348e-10
PIGT	9.61743962385125e-10
NKX2-2	9.615384615384616e-10
AMZ1	9.613843935266783e-10
CCDC115	9.610764055742432e-10
SNX33	9.609224855861628e-10
PLD5	9.606916980225762e-10
PARD3	9.606819094862971e-10
KIF26B	9.606147934678194e-10
OR2J2	9.606147934678194e-10
HDX	9.600512027308123e-10
EFTUD2	9.600384015360614e-10
TMPRSS5	9.598244892362538e-10
LIMS2	9.597850081581725e-10
MED13L	9.596928982725527e-10
ALG10	9.593859929645027e-10
RPL22	9.592326139088728e-10
ZKSCAN5	9.590946146837385e-10
DARS	9.590792838874681e-10
NIPSNAP1	9.590026372572524e-10
ANGPT2	9.589566551591868e-10
ERRFI1	9.587727708533077e-10
ARHGEF15	9.587727708533077e-10
YIF1A	9.587727708533077e-10
TMEM179B	9.587727708533077e-10
TUFT1	9.587727708533077e-10
SNAP91	9.584664536741214e-10
FCN3	9.583133684714903e-10
IL27	9.57854406130268e-10
C1QB	9.57854406130268e-10
INO80	9.57548675390999e-10
SMOC2	9.573958831977023e-10
SLC3A2	9.573042312847025e-10
MMRN2	9.57166786312515e-10
IL17C	9.569377990430622e-10
PIN1	9.569377990430622e-10
ZNF440	9.567089213106913e-10
TNFSF13	9.566108643662453e-10
SERPINB7	9.564801530368245e-10
HDAC1	9.564801530368245e-10
SVIL	9.564801530368245e-10
INPP1	9.564801530368245e-10
SLAMF8	9.564801530368245e-10
KBTBD6	9.56388676358072e-10
NOL6	9.563658099222953e-10
GUSB	9.562057754828839e-10
UBB	9.557183816502072e-10
LRRFIP1	9.552923194497517e-10
OR2T4	9.551098376313275e-10
ZNF607	9.549958218932792e-10
ZNF781	9.548058561425843e-10
FAAH	9.54653937947494e-10
LRPAP1	9.546539379474941e-11
ZNF565	9.54426151276545e-10
MYO7A	9.544008483563096e-10
TAAR8	9.541984732824428e-10
TSEN2	9.536865947428027e-10
ITPR2	9.536676468250814e-10
TMCC2	9.534706331045004e-10
FPGT	9.533645825057599e-10
NGF	9.532888465204957e-10
TAAR9	9.532888465204957e-10
GRK1	9.532888465204957e-10
GART	9.530617107457707e-10
KIF3A	9.529860228716645e-10
ARSF	9.528346831824679e-10
SLC2A4	9.526833915528739e-10
ZIC3	9.526833915528739e-10
REXO4	9.526077637532746e-10
TXNRD2	9.523809523809524e-10
ATP6AP1	9.523809523809524e-10
MCM3	9.51927653498334e-10
CD6	9.51927653498334e-10
CCDC92	9.518521456333783e-10
NUB1	9.517766497461928e-10
USP5	9.516256938937352e-10
STX1A	9.514747859181733e-10
C14orf166	9.514747859181733e-10
MFHAS1	9.514747859181733e-10
DIO3	9.514747859181733e-10
ZNF438	9.512862182409132e-10
FADS2	9.512736497199027e-10
RHOH	9.510977252912735e-10
FAM9B	9.510223490252022e-10
NHEJ1	9.510223490252022e-10
NOS2	9.510223490252022e-10
KIDINS220	9.50957750305665e-10
ZBTB33	9.508414947228297e-10
ERCC6L	9.507962918944616e-10
C20orf197	9.507962918944616e-10
USP15	9.50720963397243e-10
EBF1	9.50552270869375e-10
PBK	9.50344499881207e-10
ARAP3	9.502090459901178e-10
EIF6	9.501832496267138e-10
FAM179B	9.501689189189188e-10
GJA5	9.501187648456057e-10
TRPC4AP	9.499683343888536e-10
EEF2	9.499683343888536e-10
HUWE1	9.497320398887456e-10
STT3A	9.491418176065807e-10
IFT140	9.491268033409263e-10
TWF1	9.489166534872688e-10
CCDC14	9.488791365199858e-10
SLC25A18	9.485416172634575e-10
EMID1	9.48316737790422e-10
IFRD2	9.48316737790422e-10
SH3GLB2	9.481668773704172e-10
ENPP3	9.481668773704172e-10
CUL2	9.479421755272927e-10
FBXL14	9.474182851729038e-10
ECT2	9.47268708556994e-10
GABPB2	9.470693465221509e-10
C10orf82	9.46969696969697e-10
C2orf50	9.46969696969697e-10
NCOR1	9.467989179440937e-10
SLC35B3	9.466335344929594e-10
SIGLEC14	9.46521533364884e-10
ELL3	9.46521533364884e-10
NRCAM	9.46521533364884e-10
CLCA2	9.462976105985332e-10
TNRC18	9.46073793755913e-11
H3F3C	9.46073793755913e-10
MPZL2	9.458500827618822e-10
MTMR7	9.457159069415548e-10
TAF6L	9.45626477541371e-10
FEZF1	9.45626477541371e-10
SH3TC1	9.454029780193809e-10
MEIS2	9.452126728513916e-10
ODF2L	9.45179584120983e-10
SUMF1	9.45179584120983e-10
NDUFAF3	9.45179584120983e-10
PTCHD1	9.45000945000945e-10
SLFN13	9.446215609871295e-10
SPATA13	9.445206557671981e-10
SLC2A10	9.445100354191263e-10
ELSPBP1	9.442870632672333e-10
CHST12	9.438414346389807e-10
AKNA	9.436929852154767e-10
ZNF513	9.436187780136825e-10
IFNGR1	9.433962264150944e-10
S100A14	9.433962264150944e-10
LRRC1	9.433962264150944e-10
THOC1	9.433962264150944e-10
MUM1L1	9.431737797689224e-10
RNF135	9.42951438000943e-10
TOR3A	9.42507068803016e-10
ZNF624	9.42507068803016e-10
RNASE6	9.42507068803016e-10
GGCT	9.423294383716548e-10
ZNF492	9.422850412249706e-10
NOMO1	9.418412997409935e-10
HDAC7	9.418412997409935e-10
HGFAC	9.418412997409935e-10
SNX13	9.417673834562864e-10
NMNAT3	9.416195856873823e-10
TMEM67	9.413241292751805e-10
MORC3	9.411026586150106e-10
YME1L1	9.409550693954364e-10
DDOST	9.407337723424272e-10
HMGN5	9.407337723424272e-10
MYCBPAP	9.404388714733543e-10
FOXL1	9.404388714733543e-10
ECD	9.404020218643471e-10
PDILT	9.402914903620122e-10
DPF2	9.40144155437167e-10
SYN1	9.40144155437167e-10
ZCCHC8	9.400705052878966e-10
L3MBTL2	9.398496240601503e-10
ARL6IP5	9.398496240601503e-10
ROPN1B	9.398496240601503e-10
PAPOLB	9.396288466055908e-10
ZNF280B	9.394817192515463e-10
CHFR	9.394375900294357e-10
ITGB3BP	9.39261114589856e-10
POLR1A	9.390773564972415e-10
ATOH1	9.389671361502346e-10
PHF5A	9.389671361502346e-10
GOLGA2	9.389671361502346e-10
OR51T1	9.389671361502346e-10
NFIL3	9.385265133740027e-10
XRN1	9.385055416517698e-10
ANKRD6	9.382975529199819e-10
BRWD3	9.38012975846166e-10
ATP6V1H	9.377930603313536e-10
N6AMT1	9.377930603313536e-10
TAF5	9.376465072667605e-10
STRN4	9.376465072667605e-10
ALOX5AP	9.376465072667605e-10
KCND2	9.375585974123383e-10
ATXN2	9.372620233143928e-10
HNF4G	9.37207122774133e-10
ACRV1	9.37207122774133e-10
RABGGTA	9.369875849145e-10
SYDE1	9.36768149882904e-10
HS3ST4	9.366219169528568e-10
PMVK	9.363295880149812e-10
VIM	9.363295880149812e-10
OR1I1	9.363295880149812e-10
KIF21B	9.362808842652795e-10
SLC22A6	9.361104610344021e-10
PLCE1	9.359957211624175e-10
ARID1B	9.356968342257108e-10
PIGR	9.35672514619883e-10
RNF168	9.3562874251497e-10
EXTL2	9.355995633868704e-10
PLAGL1	9.355617412998532e-10
FATE1	9.354536950420954e-10
RARS	9.354536950420954e-10
BNC2	9.35356474745375e-10
PDE1C	9.351912466099317e-10
CSRNP1	9.348706762231225e-10
KRT10	9.345794392523365e-10
RGS6	9.344405037483806e-10
MATN4	9.344338888023672e-10
C16orf45	9.34361130576968e-10
HSD3B7	9.342883836810963e-10
VANGL2	9.342301943198804e-10
AATF	9.341429238673517e-10
MARVELD2	9.337068160597572e-10
RAB41	9.337068160597572e-10
MPO	9.331259720062208e-10
N4BP2L2	9.331259720062208e-10
KCTD1	9.330969487729775e-10
GAS2	9.328358208955223e-10
EMG1	9.328358208955223e-10
B4GALT6	9.327488107452663e-10
USP2	9.327391439527412e-10
RGS18	9.324009324009325e-10
VPS13C	9.323674962346697e-10
STS	9.323526364860666e-10
ZNF425	9.322560596643879e-10
SSTR1	9.32183640177115e-10
FTO	9.319664492078285e-10
JMJD1C	9.318171891152105e-10
KRT4	9.315323707498837e-10
GLT8D1	9.315323707498837e-10
TCTA	9.315323707498837e-10
TGFBR1	9.313877677739834e-10
VN1R5	9.310986964618249e-10
FAM134B	9.310986964618249e-10
CLCN2	9.30954228083786e-10
UBE2Q1	9.30809804529941e-10
ADCYAP1	9.30809804529941e-10
SCML4	9.308098045299411e-10
UBA6	9.306654257794324e-10
LMOD2	9.306654257794324e-10
KLHL5	9.305417082087071e-10
HEPACAM2	9.30232558139535e-10
TAS2R9	9.30232558139535e-10
GYG2	9.30232558139535e-10
BCAS1	9.301364200082679e-10
BUB3	9.300162752848175e-10
GALNT2	9.297520661157025e-10
RBM25	9.295840111550081e-10
ASB17	9.293680297397769e-10
DPPA3	9.293680297397769e-10
OVCA2	9.293680297397769e-10
GP2	9.293680297397769e-10
PEX5	9.288884301785531e-10
DCLK2	9.285769558152131e-10
INA	9.285051067780873e-10
HAS3	9.281220996184387e-10
AACS	9.281220996184387e-10
HNRNPD	9.280742459396752e-10
SLC37A3	9.278350515463918e-10
FER1L5	9.27787227462502e-10
USP4	9.276437847866419e-10
KRTAP4-4	9.276437847866419e-10
ZNF501	9.272137227630968e-10
CD96	9.27070457354759e-10
BMP2K	9.27070457354759e-10
GAS8	9.269272362119573e-10
CACNA1A	9.268270077390055e-10
ZNF280A	9.267840593141798e-10
FLT3LG	9.266123054114159e-10
USPL1	9.265157218136546e-10
ITIH4	9.26497838171711e-10
MYO6	9.264084303167158e-10
NSL1	9.260288180168167e-11
BBS7	9.25925925925926e-10
CCL15	9.25925925925926e-10
BCKDK	9.25925925925926e-10
ZNF511	9.254974548819991e-10
HARS	9.252527922807482e-10
SEZ6L	9.252120277563608e-10
CDC42EP1	9.250693802035153e-10
DHDH	9.250693802035153e-10
MAP2K5	9.249267766301834e-10
GORASP1	9.24898261191269e-10
TDG	9.247842170160296e-10
MBNL1	9.242784851075629e-10
CRADD	9.242144177449168e-10
BTBD1	9.242144177449168e-10
UBA5	9.238728750923873e-10
PKP4	9.236595390938899e-10
DNAJC13	9.236046971896028e-10
TOP2B	9.235315847801995e-10
MAPKAPK2	9.235031553024474e-10
SMTN	9.234747275749554e-10
GNAI1	9.232189567625788e-10
LEO1	9.231479344564967e-10
SEC63	9.230769230769231e-10
CHST5	9.230769230769231e-10
WDR54	9.229349330872173e-10
CCNB1	9.229349330872173e-10
MC3R	9.225092250922509e-10
EFHC2	9.225092250922509e-10
CA11	9.225092250922509e-10
SPCS1	9.225092250922509e-10
RPS27L	9.225092250922509e-10
AQP12A	9.225092250922509e-10
SEMA6D	9.224849107825308e-10
PCYT1B	9.222256378727327e-10
RGAG4	9.220839096357768e-10
SLC22A17	9.220839096357768e-10
FNBP1	9.216589861751152e-10
NDUFB4	9.216589861751152e-10
PIK3R6	9.215646119189023e-10
LTBR	9.214466712739e-10
POLN	9.213759213759214e-10
ATP13A4	9.21173838662982e-10
MPDZ	9.211435339013718e-10
ZNF530	9.20951650038373e-10
SAMD14	9.208103130755065e-10
NDC80	9.208103130755065e-10
BRWD1	9.205277692543725e-10
ACLY	9.203865623561897e-10
SH3BP5	9.203865623561897e-10
FBXO5	9.203865623561897e-10
HTR4	9.202050742736953e-10
C14orf93	9.201748332183115e-10
XRCC6	9.201748332183115e-10
PRPS1L1	9.199632014719411e-10
SLC30A9	9.199632014719411e-10
VPS13D	9.19822167714242e-10
MXI1	9.193993257738277e-10
ZNF284	9.193288899103655e-10
RHOT1	9.191528474589253e-10
NUFIP2	9.191176470588235e-11
ADAMTS13	9.188537299718601e-10
RALBP1	9.186954524575103e-10
C11orf80	9.186954524575103e-10
FOXO4	9.186954524575103e-10
PDE1A	9.183860895120309e-10
BRD4	9.182736455463728e-10
OR2F1	9.182736455463728e-10
KDELC1	9.180628873077806e-10
GSK3A	9.178522257916476e-10
TAF4B	9.178522257916476e-10
ZNF770	9.177679882525698e-10
TMEM104	9.177118384827164e-10
WDR47	9.176416609314063e-10
SEC14L3	9.174311926605505e-10
MIR124-2	9.174311926605505e-09
CAMSAP1	9.173109684182938e-10
SH3KBP1	9.171507184347295e-10
RIF1	9.169171208802405e-10
KIAA1468	9.167583425009168e-10
KLF12	9.166743056192135e-11
NUDT17	9.165902841429881e-10
METTL2B	9.165902841429881e-10
MKL1	9.164642808046556e-10
KIAA1324L	9.164502825721705e-10
ODC1	9.163802978235968e-10
STK39	9.163103237629811e-10
PRPF31	9.161704076958314e-10
ZNF572	9.16030534351145e-10
CLTA	9.159034138218151e-10
GBX1	9.157509157509157e-10
FAM110B	9.157509157509157e-10
ZNF506	9.157509157509157e-10
SOX7	9.151921903599756e-10
SLC47A1	9.149130832570906e-10
CHRNG	9.144947416552355e-10
L3MBTL1	9.144947416552355e-10
IL6	9.144947416552355e-10
GABBR1	9.144126123625319e-10
PCDHA11	9.144111192392099e-10
PCDH12	9.143553794574826e-10
USP54	9.138428921299851e-10
CDCA4	9.132420091324201e-10
KIF13B	9.126169290440337e-10
MOGAT1	9.124087591240876e-10
WEE1	9.124087591240876e-10
TAOK3	9.124087591240876e-10
SLC22A4	9.124087591240876e-10
DIRAS2	9.119927040583675e-10
RAG1	9.11854103343465e-10
RANBP3	9.116462812428778e-10
OR5K1	9.115770282588879e-10
BAD	9.115770282588879e-10
SORL1	9.113278046113187e-10
SHC1	9.113001215066829e-10
DPH1	9.111617312072894e-10
POLQ	9.111617312072894e-10
GALNT9	9.111617312072894e-10
UNC5C	9.111156104474589e-10
DNAJC11	9.110233829334953e-10
RGL4	9.110233829334952e-10
ADH7	9.109542245502163e-10
TARSL2	9.107468123861567e-10
ATG16L1	9.105809506465124e-10
KCNE1	9.105049508706703e-10
PIGB	9.103322712790168e-10
LPIN3	9.101251422070534e-10
TAF3	9.096422073984233e-10
FAM169B	9.096422073984233e-10
SLCO3A1	9.095502779181404e-10
ZNF431	9.095318942517585e-10
PSCA	9.095043201455206e-10
ZNF574	9.095043201455206e-10
ZNF213	9.093664746892998e-10
MIR196A2	9.09090909090909e-09
MIR181A1	9.09090909090909e-09
MIR223	9.09090909090909e-09
MIR182	9.09090909090909e-09
ATP1B1	9.090909090909091e-10
DMRTC1	9.090909090909091e-10
EGLN2	9.090909090909091e-10
TMEM63B	9.088155104513784e-10
RPL6	9.087810973531751e-10
ATP6V0C	9.086778736937755e-10
FAM179A	9.085402786190188e-10
ZNF10	9.084714967067908e-10
ZC3H12C	9.083683433632337e-10
TCEAL2	9.082652134423251e-10
POLA1	9.082652134423251e-10
TMC3	9.082652134423251e-10
TAS2R3	9.082652134423251e-10
PRB3	9.082652134423251e-10
CUZD1	9.076469253460404e-10
FBXO30	9.076469253460404e-10
VPS25	9.074410163339382e-10
CBLB	9.074214108242412e-10
CLIP2	9.073586788857635e-10
DMWD	9.068923821039904e-10
EBF3	9.066183136899365e-10
BLZF1	9.064813415923855e-10
SLC2A2	9.064356934233054e-10
CDK2	9.062075215224286e-10
CFI	9.057971014492754e-10
ANKAR	9.057971014492754e-10
TNFRSF4	9.057971014492754e-10
CAND2	9.05694554511491e-10
MUC15	9.056148118333669e-10
ITGAX	9.054895302773062e-10
CHODL	9.054553685957895e-10
NRXN2	9.051958240299317e-10
GALNT13	9.051412020275163e-10
OR10G2	9.049773755656109e-10
PLSCR1	9.049773755656109e-10
CYTIP	9.049773755656109e-10
SLK	9.049188804860707e-10
BCL9L	9.046265184802275e-10
UQCRC2	9.045680687471732e-10
UTP14C	9.043226623259179e-10
ZHX1	9.042102288782142e-10
SAFB2	9.041591320072332e-10
DOCK11	9.03886712865321e-10
TMEM105	9.03886712865321e-10
EIF2AK4	9.035056017347307e-10
NT5C1A	9.033423667570009e-10
PDE6D	9.033423667570009e-10
HAX1	9.033423667570009e-10
DLL3	9.031384059607135e-10
RAB42	9.025270758122744e-10
RAB33A	9.025270758122744e-10
CLEC7A	9.022362570084423e-10
STARD4	9.022013713460845e-10
DZIP3	9.022013713460845e-10
LNP1	9.021199819576004e-10
ETFB	9.021199819576004e-10
PLEKHA5	9.019572472264815e-10
ACSS1	9.019165727170237e-10
FBXO43	9.017132551848512e-10
KIR3DX1	9.017132551848512e-10
NDUFB11	9.017132551848512e-10
ZFHX3	9.015881822595187e-10
SLC30A5	9.015777610818933e-10
TOP3A	9.014423076923077e-10
SPIN2B	9.013881377321073e-10
RTN4RL2	9.00900900900901e-10
EFNB1	9.00900900900901e-10
OR2T1	9.00900900900901e-10
SSH1	9.008332707754673e-10
CLCN4	9.008332707754673e-10
MUC20	9.006980409817609e-10
POLG	9.004952723998199e-10
ZFAND3	9.000900090009e-10
GCNT3	9.000900090009e-10
CCL8	8e-10
SLC25A17	8.999164363309121e-10
SLC26A8	8.999100089991002e-10
CCDC8	8.998200359928015e-10
SLC12A3	8.997660608241857e-10
SLC19A2	8.996851102114261e-10
RDH16	8.996851102114261e-10
TYW1	8.996851102114261e-10
AGTPBP1	8.995839424266277e-10
DGKI	8.994490874339467e-10
ADAMTS14	8.993614533681087e-10
CPSF6	8.993479727197782e-10
RCAN1	8.992300342831451e-10
SCNN1A	8.991008991008991e-10
CDK17	8.990784445942908e-10
BBS12	8.987417615338526e-10
REEP2	8.986744551786115e-10
ZNF662	8.979885057471265e-10
STYXL1	8.979683466157819e-10
ABHD14B	8.976660682226212e-10
AQP12B	8.976660682226212e-10
ZDHHC15	8.974646623289208e-10
LDLRAD1	8.974243919949745e-10
DCP1B	8.973975471133713e-10
CHAF1A	8.973975471133711e-10
SLC37A4	8.973438621679827e-10
RFC5	8.971627228888639e-10
SCN4A	8.968609865470852e-10
LOXL3	8.965036358203008e-10
WDR19	8.964589870013447e-10
IP6K1	8.961242625644088e-10
RAB7A	8.960573476702509e-10
GJC3	8.960573476702509e-10
FDFT1	8.960573476702509e-10
NKX6-1	8.960573476702509e-10
TAX1BP1	8.957229230424722e-10
DUOX1	8.955758552749418e-10
RRM2	8.955223880597015e-10
NXT1	8.952551477170994e-10
MED4	8.952551477170994e-10
SULT1C3	8.952551477170994e-10
KCTD7	8.951549737048226e-10
TBL1X	8.949346697691069e-10
CHPF2	8.948545861297539e-10
PDLIM4	8.944543828264759e-10
KRTAP5-2	8.944543828264759e-10
IGFBP4	8.944543828264759e-10
CCDC17	8.94254415381176e-10
CD5L	8.940545373267769e-10
C5orf45	8.940545373267769e-10
AASDH	8.939479722280163e-10
CPNE2	8.936550491510277e-10
THRAP3	8.935219657483247e-10
